"","id","JS1","OC1","OC2","EP1","OC3","OC4","EP2","EP3","AC1","EP4","JS2","JS3","AC2","SI1","JS4","SI2","JS5","AC3","SI3","AC4","SI4","C1","C2","C3","AGE","EXP","JP","evasao"
"340",340,3,7,7,8,9,9,9,9,4,6,2,2,6,5,3,5,46.4891850547011,5,3,6,4,1,1,1,53.0155899130651,8.41635353826414,4,TRUE
"341",341,2,5,10,10,10,5,10,10,5,7,3,2,6,4,3,4,46.5213089931377,5,5,5,3,1,1,1,37.8856313089377,8.77906721287353,5,FALSE
"342",342,7,4,10,9,10,9,10,10,5,6,5,5,5,5,5,5,91.1919650994141,5,5,5,5,1,2,1,46.2765728011776,8.58493558559547,5,TRUE
"343",343,5,4,10,10,10,10,10,10,4,7,4,6,5,5,4,5,83.7359171308594,4,5,6,5,1,2,1,51.3153774922833,12.7388737156826,5,FALSE
"344",344,3,7,9,9,9,9,9,9,3,6,5,2,4,4,2,4,76.5661919486925,4,3,4,4,1,1,1,NA,NA,NA,FALSE
"345",345,5,4,8,9,8,8,9,9,5,6,5,4,6,4,3,4,55.2033667889813,5,3,5,3,1,2,1,41.7776924254662,11.0526581065389,5,FALSE
"346",346,6,8,10,9,9,9,9,9,1,7,5,6,2,5,1,5,76.0242392220516,1,4,2,4,1,2,1,43.5243381684384,5.5608818036151,5,FALSE
"347",347,6,9,10,10,10,10,10,10,4,2,4,3,6,3,2,4,70.0722436901769,3,3,1,3,1,1,1,23.8724350050503,1.34408853569327,4,FALSE
"348",348,4,6,6,6,5,5,8,8,4,5,3,3,4,4,2,4,42.6454321011562,5,3,4,2,1,2,1,41.9362381266461,9.35973078111358,4,FALSE
"349",349,5,4,7,10,10,10,10,10,3,7,4,3,5,5,2,4,49.0589374372959,1,3,1,4,1,2,1,26.0008504486119,0.1,5,FALSE
"350",350,2,3,8,9,8,8,9,9,3,6,4,2,6,4,1,3,14.5000239679626,2,3,2,3,1,1,1,34.7507170192738,13.3321819421972,5,FALSE
"351",351,4,7,9,9,9,9,8,9,5,6,3,3,6,5,3,5,46.2725989368881,5,3,5,4,1,1,1,37.2943025161089,3.02095823299965,3,TRUE
"352",352,5,7,10,9,10,10,10,10,4,7,4,5,5,5,4,5,81.2124599565858,3,5,4,4,1,1,1,46.0571621275833,10.2708407386452,5,TRUE
"353",353,5,2,9,8,10,9,9,9,4,6,6,3,5,5,5,5,90.4766182394908,3,4,3,4,1,2,1,40.5619301265761,9.39218871002036,2,FALSE
"354",354,4,7,10,10,10,10,10,10,3,7,4,3,4,5,2,4,50.4197415767921,3,3,5,3,1,1,1,47.8955530976838,10.7681127110273,5,TRUE
"355",355,5,4,8,9,8,8,9,9,3,6,4,4,5,4,2,4,71.2104098930021,4,3,4,3,1,2,1,36.4071953072794,3.89978697956428,5,FALSE
"356",356,7,10,10,10,10,10,10,7,4,7,5,3,5,5,5,5,64.9556188923883,5,5,5,5,1,1,1,45.1688046176783,8.66880664919743,5,TRUE
"357",357,2,2,5,4,5,6,5,5,4,2,3,2,5,4,2,4,44.0491044492694,5,4,4,3,1,2,1,42.0067000291856,7.50068305972654,3,TRUE
"358",358,5,4,7,8,5,7,7,7,5,4,4,4,5,4,1,4,28.39638148551,3,3,5,3,1,2,1,44.0919397001546,15.1085120256943,3,TRUE
"359",359,5,7,9,10,7,9,9,9,2,6,5,2,5,4,3,4,53.563016560943,1,4,3,3,1,1,1,44.5762843253309,8.93920884026528,5,FALSE
"360",360,3,7,10,10,10,10,10,10,5,7,2,1,6,4,1,3,55.5478683608442,5,2,5,2,1,1,1,40.8640176434337,12.4825568603513,5,FALSE
"361",361,3,3,10,10,10,10,10,10,5,7,5,2,6,5,3,5,29.8959414473299,5,4,6,4,1,1,1,39.0611553574343,6.87109660907236,5,TRUE
"362",362,5,3,9,10,9,8,10,10,5,7,5,4,5,4,4,5,60.2296238152439,4,3,6,3,1,1,1,53.7698254082912,10.5235077240465,5,FALSE
"363",363,4,3,10,10,9,10,10,10,4,7,4,2,5,5,3,5,73.7471379072608,4,5,6,5,1,1,1,54.4053893346632,10.8110482887083,4,TRUE
"364",364,5,4,10,10,10,10,10,9,2,7,6,4,3,5,4,4,66.3612138707416,3,3,3,3,1,2,1,41.7364423736091,7.2259461680372,3,TRUE
"365",365,4,8,10,9,10,10,7,9,2,6,4,3,5,5,2,5,57.2062815554797,5,3,4,3,1,2,1,40.1645595535414,10.1823177957236,5,FALSE
"366",366,4,7,8,5,8,8,5,5,2,2,4,2,4,4,3,4,58.273657296543,3,3,4,3,1,1,1,53.097540237651,11.9546689921729,4,FALSE
"367",367,6,2,9,10,7,7,10,10,3,7,7,6,3,5,5,4,69.4139949266438,3,4,4,4,1,2,1,47.5828315482186,15.1480763626883,5,FALSE
"368",368,6,4,8,8,8,8,8,8,2,5,5,2,5,4,3,5,61.362625898334,2,3,2,4,1,2,1,39.891937861486,12.1694443871126,5,FALSE
"369",369,5,3,9,9,9,9,9,9,4,6,5,4,4,4,4,4,49.9645075466194,4,3,4,4,1,1,1,46.8964998600847,11.5706503627506,5,TRUE
"370",370,1,5,8,8,8,8,8,8,5,5,1,2,5,4,1,4,0,5,4,5,3,1,1,1,42.2198905392774,4.61590043597767,5,FALSE
"371",371,5,6,10,10,10,10,10,10,1,6,4,3,3,5,2,5,71.1778824370662,3,5,4,5,1,2,1,47.3075446658408,6.01385764709252,5,TRUE
"372",372,2,9,8,10,10,10,10,10,5,7,2,3,6,4,3,3,37.4045597468395,4,3,4,3,1,1,1,34.1204464643749,13.3259078494819,3,FALSE
"373",373,5,6,10,9,10,10,9,9,4,7,5,4,5,4,3,4,70.9595983479612,5,3,5,4,1,2,1,47.2378114839739,11.8397733933522,5,FALSE
"374",374,5,7,9,8,9,9,7,7,5,4,4,2,6,5,3,5,54.8918422185716,3,3,5,4,1,1,1,50.989321328084,14.8665382058796,5,TRUE
"375",375,4,3,8,10,10,8,10,10,4,7,6,5,6,4,5,5,80.7942196710422,5,4,5,5,1,1,1,46.2584414082967,14.0111021324661,5,FALSE
"376",376,1,7,9,8,9,9,8,8,3,5,1,2,6,4,1,4,20.8916459300141,5,3,4,3,1,1,1,36.9917417086007,9.18144756780849,4,FALSE
"377",377,6,4,10,10,10,10,10,10,3,7,5,2,5,5,2,5,34.8260118482173,3,4,4,5,1,2,1,43.6590858952987,11.3666198516019,4,FALSE
"378",378,5,3,7,4,7,4,5,5,5,2,4,1,6,5,1,3,34.1570033345317,5,3,4,3,1,1,1,35.649390646999,9.4990884304309,2,FALSE
"379",379,3,5,9,8,9,9,9,9,5,6,3,2,6,5,1,5,53.341522243928,4,4,5,4,1,1,1,48.6217260543802,7.3387689689856,2,FALSE
"380",380,3,5,10,10,8,10,10,10,4,7,2,4,5,5,1,4,15.9959293172749,4,4,6,4,1,1,1,54.6477431006871,10.8513766258952,5,TRUE
"381",381,3,7,9,9,9,9,8,9,5,6,6,5,6,4,1,4,86.0487102027026,5,5,6,4,1,1,1,41.0980676297476,7.04074869206761,5,TRUE
"382",382,4,6,10,10,10,10,10,10,4,7,4,2,3,5,1,5,57.0810331007154,4,3,4,3,1,2,1,47.0341011415461,4.77655602813402,4,FALSE
"383",383,5,6,10,10,10,10,10,10,4,7,5,5,5,4,2,4,66.3542462053566,5,4,3,4,1,2,1,37.2800912133973,8.85369255432424,5,FALSE
"384",384,5,4,7,10,10,2,10,10,3,7,5,2,5,5,3,5,62.4227803141067,2,3,3,4,1,2,1,42.2948736461631,13.9385227102228,5,TRUE
"385",385,3,8,10,10,10,10,10,10,3,7,3,3,5,5,1,5,19.9063678806068,2,5,3,3,1,2,1,42.338998767717,10.1549137158639,5,TRUE
"386",386,2,2,10,10,10,10,10,10,3,7,1,1,3,5,1,5,55.5065886791603,2,3,3,2,1,2,1,34.7425956015783,8.15869270441538,5,FALSE
"387",387,4,7,10,10,10,10,10,10,4,6,3,3,6,5,3,5,41.1639980049576,5,5,4,4,1,1,1,38.0642355224557,3.1352678977102,5,TRUE
"388",388,6,6,10,10,10,10,8,8,3,7,6,5,6,4,3,4,69.1143298795325,5,4,3,4,1,2,1,28.4990803104901,4.00178730877066,5,FALSE
"389",389,4,9,10,10,10,10,10,10,5,7,4,3,6,2,4,1,66.1770703430258,4,1,6,1,1,1,1,55.8594862179633,9.08159611379576,5,FALSE
"390",390,5,8,9,9,9,10,9,9,4,6,3,2,4,5,2,4,47.6928592969414,2,5,4,4,1,2,1,39.8614246375258,2.97929498720152,3,FALSE
"391",391,7,6,8,8,10,9,8,8,2,5,7,5,5,4,5,4,90.66939934878,1,3,5,4,1,2,1,56.0935197980094,20,5,FALSE
"392",392,3,5,10,4,10,10,10,10,5,7,3,2,6,5,1,4,27.508133995656,4,3,4,3,1,1,1,37.6618859523074,11.248539248786,4,FALSE
"393",393,4,4,10,10,10,10,9,9,5,6,4,4,5,5,1,5,84.2874902767967,3,4,5,4,1,2,1,46.0273502456942,13.081528010061,5,FALSE
"394",394,6,2,9,10,9,9,10,10,3,5,7,6,2,5,5,5,100,2,5,1,4,1,2,1,40.0296585764325,10.2074017818852,5,FALSE
"395",395,4,2,10,9,7,9,10,10,5,7,4,3,4,5,2,5,34.484567768737,5,3,4,4,1,2,1,42.0966147532066,0.1,3,TRUE
"396",396,4,0,10,10,10,8,9,10,5,6,4,3,5,4,2,5,54.541665333548,4,3,5,4,1,2,1,49.2406436704127,7.60811645267377,5,FALSE
"397",397,4,2,10,9,10,9,10,10,4,7,5,4,6,4,4,5,80.0348580238647,4,3,6,5,1,2,1,53.68947643162,9.00867567255775,5,FALSE
"398",398,5,8,9,9,9,9,9,9,3,6,5,4,6,5,4,5,68.3297678032696,3,5,5,4,1,2,1,54.3618095241282,15.1906097904759,3,TRUE
"399",399,4,5,10,10,10,10,10,10,3,7,4,3,5,4,1,4,68.4599261966456,3,4,3,4,1,1,1,37.8917532123151,11.5589913063402,5,TRUE
"400",400,3,7,6,8,9,6,9,9,4,6,3,3,6,3,1,3,38.4831633281383,5,2,5,2,1,1,1,42.4145035060184,6.94792897719547,2,FALSE
