funcionario;status;idade;prim_emp;teste;educ
X2412;bom;maior45;nao;76;secundario
X2413;bom;25a45;nao;68;secundario
X2414;bom;25a45;nao;81;secundario
X2415;bom;25a45;sim;61;secundario
X2416;bom;25a45;nao;94;secundario
X2417;mau;maior45;sim;88;superior
X2418;mau;maior45;sim;78;superior
X2419;mau;maior45;nao;77;superior
X2420;mau;25a45;nao;53;superior
X2421;mau;25a45;nao;77;secundario
X2422;mau;25a45;sim;73;superior
X2423;mau;25a45;sim;63;secundario
X2424;mau;25a45;nao;65;superior
X2425;mau;25a45;sim;73;secundario
X2426;mau;maior45;sim;77;secundario
X2427;mau;maior45;nao;72;superior
X2428;mau;maior45;sim;64;secundario
X2429;mau;25a45;nao;65;superior
X2430;mau;maior45;nao;55;secundario
X2431;mau;maior45;sim;46;secundario
X2432;mau;25a45;sim;77;secundario
X2433;mau;25a45;sim;92;secundario
X2434;mau;25a45;sim;73;secundario
X2435;mau;25a45;sim;58;superior
X2436;mau;25a45;sim;51;secundario
X2437;mau;maior45;sim;64;secundario
X2438;mau;menor25;nao;95;superior
X2439;mau;menor25;nao;95;secundario
X2440;mau;maior45;sim;71;superior
X2441;mau;maior45;sim;72;superior
X2442;mau;25a45;nao;64;secundario
X2443;mau;25a45;sim;73;secundario
X2444;mau;25a45;nao;89;secundario
X2445;mau;25a45;sim;58;secundario
X2446;mau;25a45;sim;96;superior
X2447;mau;maior45;sim;31;superior
X2448;mau;maior45;nao;61;superior
X2449;mau;menor25;nao;95;secundario
X2450;mau;25a45;sim;79;secundario
X2451;mau;25a45;sim;72;superior
X2452;mau;maior45;sim;55;superior
X2453;mau;maior45;nao;57;secundario
X2454;mau;25a45;sim;78;superior
X2455;mau;25a45;nao;71;superior
X2456;mau;25a45;sim;82;secundario
X2457;mau;maior45;sim;56;secundario
X2458;mau;maior45;nao;75;secundario
X2459;mau;maior45;sim;57;superior
X2460;mau;25a45;sim;65;superior
X2461;mau;menor25;sim;98;superior
X2462;mau;25a45;sim;78;secundario
X2463;mau;25a45;sim;64;superior
X2464;mau;25a45;sim;74;secundario
X2465;mau;25a45;sim;79;superior
X2466;mau;maior45;sim;41;superior
X2467;mau;menor25;nao;97;superior
X2468;mau;maior45;sim;58;secundario
X2469;mau;25a45;sim;62;secundario
X2470;mau;maior45;sim;31;superior
X2471;mau;25a45;nao;74;secundario
X2472;mau;maior45;nao;57;secundario
X2473;mau;menor25;sim;95;secundario
X2474;mau;maior45;sim;72;secundario
X2475;mau;maior45;sim;73;secundario
X2476;mau;25a45;nao;59;superior
X2477;mau;maior45;sim;47;superior
X2478;mau;menor25;nao;97;superior
X2479;mau;25a45;nao;72;superior
X2480;mau;menor25;sim;97;superior
X2481;mau;maior45;nao;77;secundario
X2482;mau;maior45;sim;82;secundario
X2483;mau;25a45;sim;79;superior
X2484;mau;maior45;sim;69;secundario
X2485;mau;maior45;sim;62;superior
X2486;mau;maior45;sim;79;secundario
X2487;mau;25a45;sim;82;secundario
X2488;mau;maior45;sim;77;superior
X2489;mau;maior45;sim;56;secundario
X2490;mau;menor25;sim;86;superior
X2491;mau;maior45;nao;57;secundario
X2492;mau;maior45;sim;79;secundario
X2493;mau;25a45;sim;68;secundario
X2494;mau;maior45;sim;80;secundario
X2495;mau;25a45;sim;75;secundario
X2496;mau;25a45;nao;94;superior
X2497;mau;maior45;nao;83;secundario
X2498;mau;maior45;sim;64;secundario
X2499;mau;25a45;sim;64;superior
X2500;mau;25a45;nao;73;superior
X2501;mau;25a45;sim;81;secundario
X2502;mau;25a45;nao;86;secundario
X2503;mau;25a45;sim;55;superior
X2504;mau;maior45;nao;78;superior
X2505;mau;25a45;sim;93;superior
X2506;mau;25a45;sim;82;secundario
X2507;mau;maior45;nao;70;secundario
X2508;mau;maior45;sim;66;superior
X2509;mau;25a45;nao;83;secundario
X2510;mau;25a45;sim;75;superior
X2511;mau;25a45;sim;87;superior
X2512;mau;maior45;sim;44;superior
X2513;mau;25a45;nao;43;secundario
X2514;mau;maior45;sim;72;superior
X2515;mau;maior45;sim;79;superior
X2516;mau;maior45;sim;52;secundario
X2517;mau;maior45;sim;80;superior
X2518;mau;maior45;sim;64;secundario
X2519;mau;25a45;sim;92;secundario
X2520;mau;25a45;nao;99;superior
X2521;mau;25a45;sim;75;superior
X2522;mau;maior45;sim;73;secundario
X2523;mau;25a45;sim;79;secundario
X2524;mau;maior45;sim;73;superior
X2525;mau;maior45;sim;71;secundario
X2526;mau;25a45;nao;83;secundario
X2527;mau;25a45;sim;88;secundario
X2528;mau;maior45;nao;73;secundario
X2529;mau;maior45;nao;72;superior
X2530;mau;maior45;sim;55;secundario
X2531;mau;25a45;sim;76;superior
X2532;mau;maior45;sim;82;secundario
X2533;mau;25a45;sim;66;superior
X2534;mau;maior45;sim;67;superior
X2535;mau;maior45;nao;72;superior
X2536;mau;maior45;nao;79;superior
X2537;mau;25a45;nao;72;secundario
X2538;mau;25a45;sim;88;secundario
X2539;mau;25a45;sim;63;secundario
X2540;mau;25a45;nao;81;secundario
X2541;mau;maior45;sim;62;secundario
X2542;mau;maior45;sim;72;secundario
X2543;mau;maior45;sim;50;superior
X2544;mau;maior45;sim;72;superior
X2545;mau;25a45;sim;71;superior
X2546;mau;maior45;sim;77;secundario
X2547;mau;maior45;nao;75;superior
X2548;mau;25a45;sim;67;secundario
X2549;mau;25a45;sim;54;superior
X2550;mau;maior45;nao;59;secundario
X2551;mau;25a45;sim;78;secundario
X2552;mau;25a45;sim;78;secundario
X2553;mau;maior45;sim;57;superior
X2554;mau;25a45;nao;74;secundario
X2555;mau;25a45;nao;57;superior
X2556;mau;maior45;sim;55;superior
X2557;mau;maior45;sim;51;superior
X2558;mau;maior45;sim;66;secundario
X2559;mau;maior45;sim;71;superior
X2560;mau;maior45;sim;57;superior
X2561;mau;25a45;nao;75;superior
X2562;mau;25a45;sim;66;superior
X2563;mau;maior45;sim;89;superior
X2564;mau;maior45;sim;89;superior
X2565;mau;maior45;nao;77;superior
X2566;mau;25a45;sim;80;superior
X2567;mau;maior45;sim;67;superior
X2568;mau;25a45;sim;78;superior
X2569;mau;maior45;nao;55;superior
X2570;mau;maior45;nao;78;secundario
X2571;mau;maior45;sim;80;superior
X2572;mau;maior45;sim;57;superior
X2573;mau;25a45;sim;79;secundario
X2574;mau;25a45;sim;73;secundario
X2575;mau;25a45;sim;74;superior
X2576;mau;maior45;nao;50;superior
X2577;mau;25a45;sim;95;secundario
X2578;mau;maior45;sim;59;secundario
X2579;mau;25a45;sim;71;superior
X2580;mau;25a45;sim;73;secundario
X2581;mau;maior45;nao;72;superior
X2582;mau;maior45;nao;59;superior
X2583;mau;maior45;sim;49;secundario
X2584;mau;25a45;sim;76;superior
X2585;mau;maior45;nao;68;superior
X2586;mau;25a45;sim;79;superior
X2587;mau;25a45;sim;73;secundario
X2588;mau;maior45;sim;52;secundario
X2589;mau;25a45;sim;68;superior
X2590;mau;25a45;sim;77;secundario
X2591;mau;maior45;sim;57;secundario
X2592;mau;maior45;sim;53;secundario
X2593;mau;maior45;nao;48;secundario
X2594;mau;25a45;sim;76;superior
X2595;mau;maior45;nao;71;superior
X2596;mau;maior45;nao;68;superior
X2597;mau;25a45;nao;80;superior
X2598;mau;maior45;sim;78;superior
X2599;mau;25a45;nao;56;superior
X2600;mau;25a45;nao;83;secundario
X2601;mau;25a45;sim;92;secundario
X2602;mau;maior45;nao;44;superior
X2603;mau;maior45;sim;72;superior
X2604;mau;25a45;sim;66;superior
X2605;mau;maior45;nao;79;superior
X2606;mau;25a45;sim;57;secundario
X2607;mau;maior45;sim;74;secundario
X2608;mau;menor25;nao;96;superior
X2609;mau;menor25;nao;96;superior
X2610;mau;maior45;sim;72;secundario
X2611;mau;25a45;nao;67;superior
X2612;mau;maior45;sim;69;secundario
X2613;mau;25a45;nao;66;superior
X2614;mau;maior45;sim;55;secundario
X2615;mau;25a45;sim;58;superior
X2616;mau;maior45;nao;35;secundario
X2617;mau;maior45;sim;56;superior
X2618;mau;25a45;sim;66;superior
X2619;mau;25a45;nao;71;secundario
X2620;mau;maior45;sim;44;superior
X2621;mau;25a45;nao;83;secundario
X2622;mau;25a45;sim;73;superior
X2623;mau;maior45;sim;72;superior
X2624;mau;25a45;nao;80;superior
X2625;mau;maior45;sim;84;secundario
X2626;mau;maior45;sim;30;secundario
X2627;mau;25a45;sim;75;secundario
X2628;mau;25a45;sim;74;secundario
X2629;mau;maior45;nao;63;secundario
X2630;mau;maior45;sim;78;secundario
X2631;mau;25a45;nao;72;superior
X2632;mau;maior45;nao;37;superior
X2633;mau;maior45;nao;70;secundario
X2634;mau;maior45;nao;78;secundario
X2635;mau;maior45;nao;81;superior
X2636;mau;25a45;sim;76;superior
X2637;mau;25a45;sim;79;superior
X2638;mau;maior45;sim;67;secundario
X2639;mau;maior45;nao;58;superior
X2640;mau;25a45;nao;68;superior
X2641;mau;menor25;sim;88;superior
X2642;mau;25a45;sim;85;secundario
X2643;mau;25a45;sim;78;secundario
X2644;mau;maior45;sim;75;superior
X2645;mau;maior45;sim;57;secundario
X2646;mau;maior45;sim;64;superior
X2647;mau;maior45;nao;68;superior
X2648;mau;25a45;sim;75;superior
X2649;mau;maior45;sim;68;secundario
X2650;mau;menor25;nao;92;secundario
X2651;mau;menor25;sim;94;secundario
X2652;mau;25a45;sim;72;superior
X2653;mau;25a45;sim;84;secundario
X2654;mau;maior45;sim;56;secundario
X2655;mau;maior45;sim;75;secundario
X2656;mau;maior45;nao;60;superior
X2657;mau;maior45;sim;63;superior
X2658;mau;25a45;sim;90;superior
X2659;mau;25a45;nao;72;superior
X2660;mau;maior45;nao;57;secundario
X2661;mau;25a45;sim;90;secundario
X2662;mau;25a45;sim;63;secundario
X2663;mau;maior45;sim;87;superior
X2664;mau;maior45;sim;69;secundario
X2665;mau;maior45;sim;46;secundario
X2666;mau;25a45;sim;90;superior
X2667;mau;25a45;sim;79;superior
X2668;mau;25a45;sim;71;superior
X2669;mau;25a45;sim;93;superior
X2670;mau;25a45;sim;78;superior
X2671;mau;25a45;nao;79;secundario
X2672;mau;25a45;sim;78;secundario
X2673;mau;maior45;sim;67;superior
X2674;mau;maior45;nao;58;superior
X2675;mau;maior45;sim;69;superior
X2676;mau;menor25;sim;97;secundario
X2677;mau;maior45;sim;65;superior
X2678;mau;25a45;nao;87;superior
X2679;mau;menor25;nao;98;superior
X2680;mau;25a45;sim;86;secundario
X2681;mau;menor25;sim;95;superior
X2682;mau;menor25;nao;96;superior
X2683;mau;menor25;sim;99;superior
X2684;mau;25a45;sim;74;secundario
X2685;mau;25a45;sim;75;secundario
X2686;mau;25a45;sim;79;superior
X2687;mau;maior45;sim;65;secundario
X2688;mau;maior45;sim;59;superior
X2689;mau;25a45;sim;77;secundario
X2690;mau;maior45;sim;63;superior
X2691;mau;25a45;sim;65;secundario
X2692;mau;maior45;sim;63;secundario
X2693;mau;maior45;nao;68;secundario
X2694;mau;25a45;nao;89;secundario
X2695;mau;25a45;sim;79;superior
X2696;mau;maior45;sim;73;superior
X2697;mau;menor25;nao;97;superior
X2698;mau;25a45;nao;55;secundario
X2699;mau;25a45;sim;75;secundario
X2700;mau;maior45;nao;78;secundario
X2701;mau;maior45;sim;74;secundario
X2702;mau;maior45;nao;76;secundario
X2703;mau;menor25;sim;97;secundario
X2704;mau;maior45;sim;45;secundario
X2705;mau;maior45;nao;74;superior
X2706;mau;25a45;sim;75;secundario
X2707;mau;maior45;sim;70;superior
X2708;mau;25a45;nao;94;superior
X2709;mau;25a45;sim;65;superior
X2710;mau;maior45;sim;74;superior
X2711;mau;25a45;nao;71;superior
X2712;mau;maior45;sim;76;superior
X2713;mau;maior45;sim;57;secundario
X2714;mau;maior45;sim;89;superior
X2715;mau;25a45;sim;61;secundario
X2716;mau;maior45;sim;54;superior
X2717;mau;25a45;sim;57;secundario
X2718;mau;maior45;sim;34;superior
X2719;mau;maior45;nao;43;superior
X2720;mau;maior45;sim;72;secundario
X2721;mau;maior45;sim;79;superior
X2722;mau;25a45;nao;73;superior
X2723;mau;25a45;nao;67;secundario
X2724;mau;25a45;nao;74;secundario
X2725;mau;maior45;sim;75;secundario
X2726;mau;maior45;nao;33;superior
X2727;mau;25a45;sim;74;superior
X2728;mau;maior45;sim;79;superior
X2729;mau;25a45;nao;71;superior
X2730;mau;maior45;sim;58;superior
X2731;mau;25a45;sim;86;superior
X2732;mau;25a45;sim;71;superior
X2733;mau;maior45;nao;67;superior
X2734;mau;maior45;sim;56;superior
X2735;mau;25a45;sim;66;superior
X2736;mau;maior45;sim;58;secundario
X2737;mau;maior45;sim;77;superior
X2738;mau;maior45;sim;66;secundario
X2739;mau;menor25;sim;99;superior
X2740;mau;maior45;sim;58;secundario
X2741;mau;25a45;sim;56;superior
X2742;mau;25a45;sim;93;secundario
X2743;mau;25a45;nao;63;secundario
X2744;mau;25a45;sim;89;secundario
X2745;mau;25a45;sim;71;secundario
X2746;mau;menor25;sim;93;secundario
X2747;mau;maior45;nao;63;secundario
X2748;mau;maior45;sim;66;secundario
X2749;mau;menor25;sim;83;superior
X2750;mau;25a45;sim;69;secundario
X2751;mau;maior45;sim;78;superior
X2752;mau;25a45;sim;79;superior
X2753;mau;maior45;sim;73;secundario
X2754;mau;25a45;nao;78;superior
X2755;mau;25a45;sim;76;superior
X2756;mau;maior45;sim;62;secundario
X2757;mau;25a45;sim;79;superior
X2758;mau;25a45;sim;80;secundario
X2759;mau;25a45;nao;67;secundario
X2760;mau;maior45;nao;79;secundario
X2761;mau;menor25;nao;92;secundario
X2762;mau;maior45;sim;67;secundario
X2763;mau;maior45;sim;55;superior
X2764;mau;maior45;sim;59;secundario
X2765;mau;menor25;sim;95;superior
X2766;mau;maior45;sim;68;superior
X2767;mau;maior45;sim;56;superior
X2768;mau;maior45;sim;82;superior
X2769;mau;25a45;sim;80;superior
X2770;mau;25a45;sim;77;secundario
X2771;mau;25a45;sim;81;secundario
X2772;mau;25a45;nao;60;superior
X2773;mau;maior45;sim;57;secundario
X2774;mau;25a45;nao;74;superior
X2775;mau;maior45;sim;66;secundario
X2776;mau;25a45;nao;77;secundario
X2777;mau;menor25;nao;99;secundario
X2778;mau;maior45;sim;93;secundario
X2779;mau;25a45;sim;75;secundario
X2780;mau;25a45;nao;79;superior
X2781;mau;25a45;sim;91;secundario
X2782;mau;25a45;nao;59;superior
X2783;mau;menor25;nao;97;superior
X2784;mau;25a45;sim;67;secundario
X2785;mau;maior45;sim;39;superior
X2786;mau;maior45;sim;75;superior
X2787;mau;25a45;sim;87;secundario
X2788;mau;maior45;nao;71;secundario
X2789;mau;menor25;nao;95;superior
X2790;mau;maior45;nao;75;superior
X2791;mau;maior45;sim;56;secundario
X2792;mau;maior45;sim;73;secundario
X2793;mau;maior45;sim;74;secundario
X2794;mau;25a45;sim;96;superior
X2795;mau;maior45;nao;77;secundario
X2796;mau;maior45;sim;75;superior
X2797;mau;maior45;sim;60;secundario
X2798;mau;25a45;sim;73;secundario
X2799;mau;maior45;sim;74;superior
X2800;mau;25a45;sim;58;secundario
X2801;mau;maior45;nao;72;superior
X2802;mau;maior45;sim;80;superior
X2803;mau;maior45;sim;50;secundario
X2804;mau;maior45;nao;50;superior
X2805;mau;maior45;sim;36;superior
X2806;mau;maior45;sim;63;superior
X2807;mau;maior45;nao;67;superior
X2808;mau;maior45;sim;77;secundario
X2809;mau;25a45;sim;78;superior
X2810;mau;25a45;sim;89;secundario
X2811;mau;maior45;sim;58;superior
X2812;mau;maior45;sim;67;superior
X2813;mau;25a45;nao;73;secundario
X2814;mau;25a45;sim;64;secundario
X2815;mau;maior45;sim;66;superior
X2816;mau;maior45;nao;90;secundario
X2817;mau;maior45;sim;61;secundario
X2818;mau;25a45;nao;59;superior
X2819;mau;25a45;nao;57;superior
X2820;mau;maior45;sim;56;superior
X2821;mau;25a45;sim;59;secundario
X2822;mau;maior45;sim;84;secundario
X2823;mau;maior45;sim;67;superior
X2824;mau;25a45;sim;93;superior
X2825;mau;25a45;sim;66;secundario
X2826;mau;25a45;sim;79;superior
X2827;mau;menor25;sim;99;secundario
X2828;mau;25a45;nao;71;secundario
X2829;mau;maior45;sim;63;secundario
X2830;mau;maior45;sim;89;secundario
X2831;mau;25a45;sim;93;secundario
X2832;mau;25a45;nao;83;superior
X2833;mau;25a45;nao;80;superior
X2834;mau;maior45;sim;98;secundario
X2835;mau;25a45;nao;73;superior
X2836;mau;maior45;sim;71;superior
X2837;mau;25a45;sim;74;secundario
X2838;mau;maior45;sim;65;superior
X2839;mau;25a45;sim;76;superior
X2840;mau;maior45;sim;56;secundario
X2841;mau;maior45;sim;61;superior
X2842;mau;maior45;sim;48;secundario
X2843;mau;25a45;sim;78;superior
X2844;mau;maior45;sim;34;secundario
X2845;mau;maior45;sim;63;superior
X2846;mau;25a45;sim;85;superior
X2847;mau;25a45;nao;93;secundario
X2848;mau;25a45;sim;57;superior
X2849;mau;maior45;sim;53;secundario
X2850;mau;menor25;sim;97;superior
X2851;mau;maior45;sim;55;superior
X2852;mau;maior45;sim;73;superior
X2853;mau;25a45;sim;71;superior
X2854;mau;menor25;nao;94;secundario
X2855;mau;25a45;nao;66;secundario
X2856;mau;maior45;sim;54;superior
X2857;mau;25a45;sim;94;secundario
X2858;mau;25a45;sim;79;secundario
X2859;mau;maior45;sim;66;superior
X2860;mau;25a45;sim;82;secundario
X2861;mau;25a45;sim;74;superior
X2862;mau;maior45;sim;94;secundario
X2863;mau;25a45;sim;80;superior
X2864;mau;maior45;sim;73;superior
X2865;mau;menor25;sim;91;secundario
X2866;mau;maior45;sim;61;secundario
X2867;mau;menor25;sim;98;superior
X2868;mau;25a45;sim;80;secundario
X2869;mau;25a45;sim;96;superior
X2870;mau;25a45;sim;65;secundario
X2871;mau;maior45;sim;52;superior
X2872;mau;maior45;sim;59;secundario
X2873;mau;25a45;sim;79;secundario
X2874;mau;25a45;sim;82;secundario
X2875;mau;maior45;nao;81;superior
X2876;mau;25a45;sim;75;secundario
X2877;mau;25a45;sim;93;secundario
X2878;mau;maior45;sim;55;secundario
X2879;mau;25a45;sim;79;secundario
X2880;mau;maior45;sim;69;superior
X2881;mau;maior45;sim;63;superior
X2882;mau;25a45;nao;78;secundario
X2883;mau;maior45;sim;48;secundario
X2884;mau;25a45;nao;76;superior
X2885;mau;maior45;sim;88;superior
X2886;mau;25a45;sim;79;secundario
X2887;mau;25a45;sim;67;secundario
X2888;mau;maior45;nao;56;superior
X2889;mau;25a45;sim;76;superior
X2890;mau;menor25;nao;95;superior
X2891;mau;25a45;nao;90;superior
X2892;mau;maior45;nao;72;superior
X2893;mau;25a45;sim;67;superior
X2894;mau;25a45;sim;81;secundario
X2895;mau;maior45;nao;72;secundario
X2896;mau;menor25;sim;99;superior
X2897;mau;maior45;sim;79;superior
X2898;mau;25a45;sim;59;superior
X2899;mau;25a45;nao;64;secundario
X2900;mau;maior45;sim;63;superior
X2901;mau;maior45;sim;63;superior
X2902;mau;maior45;nao;74;secundario
X2903;mau;maior45;sim;75;secundario
X2904;mau;maior45;sim;66;secundario
X2905;mau;25a45;nao;76;superior
X2906;mau;maior45;sim;49;superior
X2907;mau;25a45;sim;84;secundario
X2908;mau;25a45;sim;75;secundario
X2909;mau;maior45;sim;60;secundario
X2910;mau;25a45;sim;65;secundario
X2911;mau;25a45;sim;76;secundario
X2912;mau;maior45;sim;54;superior
X2913;mau;25a45;nao;89;secundario
X2914;mau;maior45;nao;56;superior
X2915;mau;maior45;sim;72;superior
X2916;mau;25a45;sim;65;superior
X2917;mau;25a45;nao;75;superior
X2918;mau;25a45;sim;79;superior
X2919;mau;25a45;sim;67;superior
X2920;mau;maior45;sim;43;secundario
X2921;mau;maior45;sim;93;superior
X2922;mau;maior45;sim;58;superior
X2923;mau;maior45;sim;55;secundario
X2924;mau;25a45;sim;64;superior
X2925;mau;maior45;sim;58;superior
X2926;mau;25a45;nao;77;superior
X2927;mau;25a45;sim;62;secundario
X2928;mau;25a45;nao;80;superior
X2929;mau;maior45;sim;48;superior
X2930;mau;maior45;sim;57;superior
X2931;mau;25a45;sim;76;superior
X2932;mau;maior45;sim;54;superior
X2933;mau;25a45;sim;92;secundario
X2934;mau;25a45;sim;68;secundario
X2935;mau;maior45;nao;71;secundario
X2936;mau;25a45;nao;67;secundario
X2937;mau;25a45;sim;33;superior
X2938;mau;maior45;nao;85;secundario
X2939;mau;maior45;sim;74;superior
X2940;mau;25a45;sim;59;secundario
X2941;mau;maior45;sim;77;secundario
X2942;mau;25a45;nao;77;secundario
X2943;mau;25a45;nao;74;secundario
X2944;mau;maior45;nao;76;superior
X2945;mau;25a45;sim;76;superior
X2946;mau;maior45;nao;31;superior
X2947;mau;25a45;sim;99;superior
X2948;mau;maior45;nao;71;superior
X2949;mau;25a45;nao;84;superior
X2950;mau;25a45;sim;73;secundario
X2951;mau;maior45;sim;79;secundario
X2952;mau;maior45;sim;65;superior
X2953;mau;25a45;sim;96;secundario
X2954;mau;maior45;nao;74;superior
X2955;mau;maior45;sim;60;secundario
X2956;mau;maior45;nao;70;secundario
X2957;mau;maior45;sim;74;superior
X2958;mau;25a45;sim;75;secundario
X2959;mau;maior45;sim;58;superior
X2960;mau;maior45;sim;62;secundario
X2961;mau;25a45;sim;64;superior
X2962;mau;menor25;nao;98;superior
X2963;mau;maior45;sim;57;secundario
X2964;mau;25a45;sim;72;superior
X2965;mau;maior45;nao;72;secundario
X2966;mau;maior45;nao;74;secundario
X2967;mau;maior45;nao;61;secundario
X2968;mau;maior45;sim;49;superior
X2969;mau;25a45;nao;98;superior
X2970;mau;maior45;sim;46;secundario
X2971;mau;maior45;nao;67;superior
X2972;mau;maior45;sim;63;secundario
X2973;mau;maior45;nao;57;secundario
X2974;mau;25a45;sim;73;superior
X2975;mau;25a45;sim;74;secundario
X2976;mau;maior45;sim;64;superior
X2977;mau;maior45;sim;54;superior
X2978;mau;menor25;sim;98;secundario
X2979;mau;maior45;nao;96;superior
X2980;mau;25a45;sim;72;secundario
X2981;mau;maior45;nao;50;secundario
X2982;mau;25a45;sim;77;secundario
X2983;mau;25a45;sim;75;superior
X2984;mau;25a45;sim;79;secundario
X2985;mau;maior45;nao;93;secundario
X2986;mau;maior45;sim;59;superior
X2987;mau;25a45;nao;67;superior
X2988;mau;25a45;sim;74;superior
X2989;mau;maior45;sim;55;superior
X2990;mau;menor25;sim;97;superior
X2991;mau;maior45;sim;60;superior
X2992;mau;maior45;sim;50;superior
X2993;mau;25a45;sim;83;superior
X2994;mau;25a45;sim;74;superior
X2995;mau;maior45;sim;50;superior
X2996;mau;25a45;nao;78;secundario
X2997;mau;menor25;sim;99;secundario
X2998;mau;maior45;nao;52;superior
X2999;mau;maior45;nao;53;superior
X3000;mau;25a45;sim;68;secundario
X3001;mau;maior45;nao;66;secundario
X3002;mau;25a45;sim;80;secundario
X3003;mau;menor25;nao;93;secundario
X3004;mau;25a45;sim;75;superior
X3005;mau;maior45;sim;55;secundario
X3006;mau;25a45;nao;73;secundario
X3007;mau;25a45;nao;67;secundario
X3008;mau;25a45;sim;78;superior
X3009;mau;maior45;sim;55;secundario
X3010;mau;menor25;nao;95;secundario
X3011;mau;25a45;sim;79;superior
X3012;mau;maior45;sim;54;secundario
X3013;mau;menor25;sim;97;superior
X3014;mau;maior45;nao;67;secundario
X3015;mau;maior45;sim;66;superior
X3016;mau;maior45;nao;79;superior
X3017;mau;maior45;sim;29;secundario
X3018;mau;maior45;sim;45;superior
X3019;mau;maior45;nao;84;secundario
X3020;mau;menor25;sim;98;secundario
X3021;mau;maior45;sim;50;secundario
X3022;mau;25a45;sim;75;secundario
X3023;mau;maior45;sim;76;secundario
X3024;mau;maior45;sim;96;superior
X3025;mau;25a45;sim;54;superior
X3026;mau;maior45;sim;67;superior
X3027;mau;maior45;sim;93;secundario
X3028;mau;25a45;nao;80;secundario
X3029;mau;25a45;sim;79;secundario
X3030;mau;menor25;nao;96;superior
X3031;mau;maior45;nao;55;superior
X3032;mau;25a45;nao;67;secundario
X3033;mau;menor25;sim;95;secundario
X3034;mau;maior45;sim;89;superior
X3035;mau;maior45;sim;75;superior
X3036;mau;25a45;nao;75;superior
X3037;mau;25a45;sim;73;superior
X3038;mau;maior45;sim;59;superior
X3039;mau;maior45;sim;66;superior
X3040;mau;25a45;sim;67;secundario
X3041;mau;menor25;nao;96;secundario
X3042;mau;maior45;sim;62;superior
X3043;mau;maior45;sim;75;secundario
X3044;mau;maior45;sim;53;secundario
X3045;mau;menor25;sim;93;secundario
X3046;mau;25a45;sim;78;superior
X3047;mau;maior45;nao;78;secundario
X3048;mau;menor25;sim;95;superior
X3049;mau;25a45;nao;54;superior
X3050;mau;25a45;sim;84;superior
X3051;mau;25a45;sim;81;superior
X3052;mau;25a45;nao;83;superior
X3053;mau;maior45;sim;72;superior
X3054;mau;25a45;sim;64;secundario
X3055;mau;maior45;sim;72;secundario
X3056;mau;maior45;sim;66;superior
X3057;mau;maior45;nao;43;secundario
X3058;mau;25a45;sim;71;superior
X3059;mau;maior45;sim;57;superior
X3060;mau;25a45;sim;72;secundario
X3061;mau;25a45;sim;75;secundario
X3062;mau;menor25;sim;97;superior
X3063;mau;menor25;sim;98;secundario
X3064;mau;maior45;nao;77;secundario
X3065;mau;maior45;sim;55;secundario
X3066;mau;maior45;sim;65;secundario
X3067;mau;25a45;nao;74;secundario
X3068;mau;maior45;sim;48;superior
X3069;mau;menor25;nao;95;superior
X3070;mau;maior45;sim;54;superior
X3071;mau;maior45;sim;57;superior
X3072;mau;maior45;sim;56;superior
X3073;mau;maior45;nao;73;superior
X3074;mau;25a45;sim;77;superior
X3075;mau;maior45;sim;85;superior
X3076;mau;25a45;sim;71;secundario
X3077;mau;25a45;sim;57;superior
X3078;mau;maior45;nao;75;superior
X3079;mau;25a45;nao;55;secundario
X3080;mau;maior45;nao;76;secundario
X3081;mau;maior45;sim;48;superior
X3082;mau;25a45;sim;74;secundario
X3083;mau;maior45;sim;66;superior
X3084;mau;maior45;sim;76;secundario
X3085;mau;maior45;nao;64;secundario
X3086;mau;25a45;nao;73;secundario
X3087;mau;25a45;sim;71;secundario
X3088;mau;25a45;sim;76;secundario
X3089;mau;maior45;sim;74;superior
X3090;mau;25a45;nao;78;superior
X3091;mau;maior45;nao;57;secundario
X3092;mau;25a45;sim;83;superior
X3093;mau;maior45;sim;71;superior
X3094;mau;maior45;sim;69;superior
X3095;mau;maior45;nao;77;superior
X3096;mau;maior45;sim;80;superior
X3097;mau;maior45;sim;59;superior
X3098;mau;maior45;sim;38;secundario
X3099;mau;25a45;nao;76;superior
X3100;mau;25a45;sim;79;secundario
X3101;mau;25a45;sim;79;superior
X3102;mau;maior45;sim;74;secundario
X3103;mau;maior45;sim;78;superior
X3104;mau;25a45;nao;59;superior
X3105;mau;25a45;sim;67;secundario
X3106;mau;25a45;sim;87;secundario
X3107;mau;maior45;sim;71;secundario
X3108;mau;25a45;sim;75;superior
X3109;mau;25a45;sim;68;superior
X3110;mau;25a45;nao;65;secundario
X3111;mau;maior45;sim;60;superior
X3112;mau;maior45;sim;75;secundario
X3113;mau;maior45;sim;43;secundario
X3114;mau;25a45;sim;73;superior
X3115;mau;maior45;sim;75;superior
X3116;mau;maior45;sim;56;superior
X3117;mau;maior45;sim;66;superior
X3118;mau;maior45;nao;58;secundario
X3119;mau;25a45;sim;75;secundario
X3120;mau;maior45;nao;72;secundario
X3121;mau;maior45;nao;76;secundario
X3122;mau;maior45;nao;46;superior
X3123;mau;maior45;sim;73;superior
X3124;mau;maior45;sim;61;superior
X3125;mau;25a45;sim;81;superior
X3126;mau;maior45;sim;39;superior
X3127;mau;maior45;nao;58;superior
X3128;mau;maior45;nao;50;superior
