IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC14086;1;admpl;SP;superior;casado;4020;outros
MC14087;1;admpl;SP;primario;solt;1587;outros
MC14088;1;admpl;SP;superior;casado;938;outros
MC14089;1;admpl;SP;secundario;viuvo;1608;empregado
MC14090;1;admpl;SP;secundario;casado;4020;autonomo
MC14091;0;inad;SP;secundario;divorciado;4020;func_publico
MC14092;1;admpl;SP;superior;casado;1712;empregado
MC14093;1;admpl;SP;primario;solt;1018;empregado
MC14094;1;admpl;SP;posgrad;solt;804;outros
MC14095;0;inad;SP;primario;viuvo;2002;func_publico
MC14096;1;admpl;SP;primario;divorciado;817;empregado
MC14097;1;admpl;SP;secundario;solt;3222;vivederenda
MC14098;1;admpl;SP;superior;solt;3713;outros
MC14099;1;admpl;SP;superior;solt;1787;empregado
MC14100;1;admpl;SP;secundario;solt;2144;empregado
MC14101;1;admpl;SP;primario;casado;2680;outros
MC14102;1;admpl;SP;primario;solt;1340;empregado
MC14103;1;admpl;SP;secundario;casado;5360;outros
MC14104;1;admpl;SP;secundario;solt;1340;func_publico
MC14105;1;admpl;SP;secundario;casado;6700;outros
MC14106;1;admpl;SP;superior;solt;1340;outros
MC14107;1;admpl;SP;superior;casado;655;empregado
MC14108;1;admpl;SP;posgrad;casado;1876;outros
MC14109;1;admpl;SP;superior;solt;955;empregado
MC14110;1;admpl;SP;primario;solt;1340;func_publico
MC14111;1;admpl;SP;superior;casado;4690;empregado
MC14112;1;admpl;SP;secundario;solt;10854;outros
MC14113;0;inad;SP;secundario;divorciado;3216;aposentado
MC14114;1;admpl;SP;secundario;solt;1340;func_publico
MC14115;0;inad;SP;secundario;solt;2349;func_publico
MC14116;1;admpl;SP;posgrad;casado;2010;outros
MC14117;1;admpl;SP;superior;solt;696;outros
MC14118;1;admpl;SP;superior;solt;2456;empregado
MC14119;1;admpl;SP;secundario;casado;2144;empregado
MC14120;0;inad;SP;secundario;divorciado;1890;vivederenda
MC14121;1;admpl;SP;secundario;casado;2278;outros
MC14122;1;admpl;SP;superior;solt;1453;outros
MC14123;1;admpl;SP;primario;casado;682;empregado
MC14124;1;admpl;SP;secundario;outros;2010;empregado
MC14125;0;inad;SP;secundario;viuvo;2633;vivederenda
MC14126;1;admpl;SP;posgrad;casado;372;empregado
MC14127;1;admpl;SP;secundario;solt;3725;autonomo
MC14128;1;admpl;SP;secundario;solt;10653;empregado
MC14129;1;admpl;SP;superior;solt;3245;empregado
MC14130;1;admpl;SP;superior;casado;2197;empregado
MC14131;1;admpl;SP;superior;solt;536;empregado
MC14132;0;inad;SP;superior;divorciado;2018;func_publico
MC14133;0;inad;SP;superior;solt;670;empregado
MC14134;1;admpl;SP;secundario;casado;1812;vivederenda
MC14135;1;admpl;SP;primario;casado;1200;empregado
MC14136;1;admpl;SP;secundario;casado;2571;empregado
MC14137;1;admpl;SP;superior;casado;1248;empregado
MC14138;1;admpl;SP;superior;casado;938;outros
MC14139;1;admpl;SP;superior;solt;1394;outros
MC14140;1;admpl;SP;superior;casado;1289;aposentado
MC14141;1;admpl;SP;primario;casado;804;empregado
MC14142;0;inad;SP;secundario;outros;8696;outros
MC14143;1;admpl;SP;primario;solt;2082;empregado
MC14144;0;inad;SP;primario;divorciado;1298;aposentado
MC14145;1;admpl;SP;posgrad;casado;1285;empregado
MC14146;0;inad;SP;primario;divorciado;1072;empregado
MC14147;1;admpl;SP;superior;casado;790;empregado
MC14148;1;admpl;SP;primario;solt;1554;func_publico
MC14149;1;admpl;SP;superior;casado;1608;empregado
MC14150;1;admpl;SP;superior;solt;2680;empregado
MC14151;1;admpl;SP;secundario;solt;269;empregado
MC14152;1;admpl;SP;superior;casado;1608;outros
MC14153;1;admpl;SP;primario;casado;938;empregado
MC14154;1;admpl;SP;secundario;solt;3618;outros
MC14155;0;inad;SP;primario;solt;348;aposentado
MC14156;0;inad;SP;superior;casado;762;aposentado
MC14157;1;admpl;SP;superior;solt;1876;outros
MC14158;1;admpl;SP;secundario;solt;2010;empregado
MC14159;1;admpl;SP;superior;viuvo;670;empregado
MC14160;1;admpl;SP;secundario;casado;812;empregado
MC14161;1;admpl;SP;posgrad;solt;804;outros
MC14162;1;admpl;SP;secundario;solt;1381;empregado
MC14163;1;admpl;SP;superior;solt;1740;empregado
MC14164;1;admpl;SP;secundario;casado;13170;empregado
MC14165;0;inad;SP;secundario;solt;1;empregado
MC14166;1;admpl;SP;superior;casado;1523;empregado
MC14167;1;admpl;SP;secundario;solt;4020;empregado
MC14168;1;admpl;SP;posgrad;casado;1876;empregado
MC14169;0;inad;SP;secundario;solt;970;empregado
MC14170;1;admpl;SP;posgrad;solt;2933;empregado
MC14171;1;admpl;SP;superior;solt;1216;empregado
MC14172;1;admpl;SP;primario;solt;1917;empregado
MC14173;1;admpl;SP;posgrad;solt;4020;empregado
MC14174;0;inad;SP;superior;solt;534;empregado
MC14175;1;admpl;SP;primario;divorciado;1608;outros
MC14176;1;admpl;SP;primario;solt;1390;empregado
MC14177;1;admpl;SP;primario;casado;738;func_publico
MC14178;0;inad;SP;superior;divorciado;1806;aposentado
MC14179;1;admpl;SP;primario;casado;529;empregado
MC14180;1;admpl;SP;superior;solt;1402;empregado
MC14181;1;admpl;SP;primario;solt;2036;empregado
MC14182;1;admpl;SP;posgrad;casado;221;func_publico
MC14183;1;admpl;SP;secundario;casado;676;empregado
MC14184;1;admpl;SP;secundario;solt;1058;empregado
MC14185;1;admpl;SP;secundario;solt;1836;empregado
MC14186;1;admpl;SP;posgrad;viuvo;2010;outros
MC14187;1;admpl;SP;posgrad;solt;6700;empresario
MC14188;1;admpl;SP;secundario;outros;4020;func_publico
MC14189;1;admpl;SP;secundario;solt;2278;outros
MC14190;1;admpl;SP;secundario;solt;2474;empregado
MC14191;1;admpl;SP;secundario;casado;3350;func_publico
MC14192;1;admpl;SP;secundario;casado;4460;empregado
MC14193;1;admpl;SP;primario;viuvo;836;empregado
MC14194;1;admpl;SP;secundario;casado;4265;outros
MC14195;1;admpl;SP;secundario;solt;3838;func_publico
MC14196;1;admpl;SP;primario;solt;938;outros
MC14197;0;inad;SP;primario;solt;1704;empregado
MC14198;0;inad;SP;primario;solt;495;empregado
MC14199;1;admpl;SP;superior;solt;1597;outros
MC14200;1;admpl;SP;superior;casado;2010;empregado
MC14201;1;admpl;SP;secundario;solt;1233;empregado
MC14202;1;admpl;SP;superior;solt;616;empregado
MC14203;1;admpl;SP;primario;solt;1313;empregado
MC14204;1;admpl;SP;superior;casado;660;empregado
MC14205;1;admpl;SP;superior;solt;2176;empregado
MC14206;0;inad;SP;secundario;viuvo;6566;aposentado
MC14207;1;admpl;SP;secundario;solt;1374;outros
MC14208;0;inad;SP;superior;casado;670;func_publico
MC14209;1;admpl;SP;superior;solt;670;empregado
MC14210;1;admpl;SP;secundario;viuvo;1608;empregado
MC14211;1;admpl;SP;primario;solt;241;func_publico
MC14212;1;admpl;SP;superior;solt;1;empregado
MC14213;1;admpl;SP;superior;casado;1876;empregado
MC14214;0;inad;SP;posgrad;solt;241;empregado
MC14215;0;inad;SP;primario;solt;5289;empregado
MC14216;1;admpl;SP;superior;casado;2145;func_publico
MC14217;1;admpl;SP;posgrad;viuvo;4728;vivederenda
MC14218;1;admpl;SP;superior;casado;1336;empregado
MC14219;1;admpl;SP;superior;solt;994;empregado
MC14220;0;inad;SP;secundario;solt;1331;func_publico
MC14221;1;admpl;SP;superior;solt;1693;empregado
MC14222;1;admpl;SP;superior;casado;1038;empregado
MC14223;1;admpl;SP;superior;solt;2522;empregado
MC14224;1;admpl;SP;superior;solt;1811;empregado
MC14225;1;admpl;SP;superior;casado;1675;func_publico
MC14226;1;admpl;SP;secundario;casado;3216;func_publico
MC14227;1;admpl;SP;secundario;casado;2680;empregado
MC14228;1;admpl;SP;secundario;solt;5360;empregado
MC14229;0;inad;SP;superior;solt;2688;empregado
MC14230;1;admpl;SP;primario;casado;601;empregado
MC14231;1;admpl;SP;secundario;solt;5737;empregado
MC14232;1;admpl;SP;superior;casado;4832;empregado
MC14233;1;admpl;SP;superior;casado;2251;outros
MC14234;1;admpl;SP;secundario;solt;6003;func_publico
MC14235;1;admpl;SP;posgrad;solt;402;func_publico
MC14236;1;admpl;SP;superior;casado;2680;empregado
MC14237;1;admpl;SP;superior;solt;810;empregado
MC14238;1;admpl;SP;superior;casado;589;empregado
MC14239;1;admpl;SP;superior;casado;596;outros
MC14240;1;admpl;SP;secundario;viuvo;871;empregado
MC14241;1;admpl;SP;superior;casado;1191;func_publico
MC14242;1;admpl;SP;secundario;casado;2680;func_publico
MC14243;1;admpl;SP;superior;solt;1484;func_publico
MC14244;1;admpl;SP;secundario;casado;2260;empregado
MC14245;1;admpl;SP;secundario;casado;2416;empregado
MC14246;1;admpl;SP;posgrad;solt;3902;empregado
MC14247;1;admpl;SP;secundario;casado;1608;vivederenda
MC14248;0;inad;SP;secundario;casado;5362;outros
MC14249;1;admpl;SP;secundario;solt;5896;empregado
MC14250;1;admpl;SP;superior;solt;2149;outros
MC14251;1;admpl;SP;secundario;solt;7947;empregado
MC14252;1;admpl;SP;secundario;solt;1340;empregado
MC14253;1;admpl;SP;secundario;viuvo;4640;func_publico
MC14254;1;admpl;SP;primario;casado;1340;func_publico
MC14255;1;admpl;SP;secundario;casado;1577;empregado
MC14256;1;admpl;SP;superior;casado;1514;func_publico
MC14257;1;admpl;SP;superior;solt;1239;empregado
MC14258;1;admpl;SP;superior;solt;750;empregado
MC14259;0;inad;SP;superior;solt;2680;empregado
MC14260;1;admpl;SP;superior;casado;1609;func_publico
MC14261;1;admpl;SP;superior;solt;696;empregado
MC14262;0;inad;SP;superior;solt;3100;func_publico
MC14263;1;admpl;SP;secundario;solt;1340;func_publico
MC14264;1;admpl;SP;secundario;solt;5141;empregado
MC14265;1;admpl;SP;primario;casado;335;empregado
MC14266;1;admpl;SP;secundario;solt;4690;empregado
MC14267;1;admpl;SP;primario;outros;716;outros
MC14268;1;admpl;SP;superior;solt;1956;empregado
MC14269;1;admpl;SP;primario;casado;771;empregado
MC14270;0;inad;SP;superior;solt;282;func_publico
MC14271;1;admpl;SP;posgrad;solt;817;empregado
MC14272;1;admpl;SP;secundario;solt;524;empregado
MC14273;0;inad;SP;primario;divorciado;1513;func_publico
MC14274;1;admpl;SP;secundario;solt;5360;outros
MC14275;1;admpl;SP;superior;solt;1206;empregado
MC14276;1;admpl;SP;superior;casado;568;func_publico
MC14277;1;admpl;SP;posgrad;casado;804;func_publico
MC14278;1;admpl;SP;secundario;solt;3609;empregado
MC14279;1;admpl;SP;secundario;casado;1340;empregado
MC14280;1;admpl;SP;superior;casado;2010;empresario
MC14281;1;admpl;SP;secundario;solt;2290;func_publico
MC14282;1;admpl;SP;superior;casado;2680;vivederenda
MC14283;1;admpl;SP;secundario;solt;4068;empregado
MC14284;1;admpl;SP;secundario;solt;2680;empregado
MC14285;0;inad;SP;secundario;casado;5360;outros
MC14286;1;admpl;SP;superior;casado;699;empregado
MC14287;1;admpl;SP;superior;casado;1837;empregado
MC14288;0;inad;SP;superior;solt;2050;empregado
MC14289;1;admpl;SP;primario;solt;1945;empregado
MC14290;0;inad;SP;primario;solt;407;func_publico
MC14291;1;admpl;SP;primario;solt;2016;outros
MC14292;1;admpl;SP;primario;casado;359;empregado
MC14293;0;inad;SP;superior;divorciado;2501;outros
MC14294;1;admpl;SP;superior;solt;2680;empregado
MC14295;1;admpl;SP;superior;solt;804;empregado
MC14296;1;admpl;SP;secundario;solt;3354;empregado
MC14297;1;admpl;SP;posgrad;solt;2680;outros
MC14298;1;admpl;SP;posgrad;casado;916;empregado
MC14299;0;inad;SP;posgrad;divorciado;2546;aposentado
MC14300;1;admpl;SP;primario;solt;960;outros
MC14301;1;admpl;SP;secundario;casado;804;outros
MC14302;1;admpl;SP;superior;solt;1232;func_publico
MC14303;1;admpl;SP;secundario;casado;1340;outros
MC14304;0;inad;SP;superior;solt;1147;outros
MC14305;1;admpl;SP;superior;casado;1206;autonomo
MC14306;1;admpl;SP;primario;casado;755;empregado
MC14307;1;admpl;SP;posgrad;solt;5273;empregado
MC14308;1;admpl;SP;secundario;casado;5287;empregado
MC14309;1;admpl;SP;secundario;solt;1738;empregado
MC14310;1;admpl;SP;superior;solt;1340;autonomo
MC14311;1;admpl;SP;secundario;casado;2546;outros
MC14312;1;admpl;SP;posgrad;solt;1626;empregado
MC14313;1;admpl;SP;superior;solt;1222;empregado
MC14314;1;admpl;SP;superior;solt;2456;empregado
MC14315;1;admpl;SP;primario;casado;750;outros
MC14316;0;inad;SP;superior;divorciado;1483;aposentado
MC14317;1;admpl;SP;secundario;solt;1339;func_publico
MC14318;1;admpl;SP;primario;solt;911;empregado
MC14319;1;admpl;SP;primario;casado;2680;empresario
MC14320;1;admpl;SP;secundario;solt;3350;empregado
MC14321;1;admpl;SP;superior;solt;1113;autonomo
MC14322;1;admpl;SP;superior;solt;1608;empregado
MC14323;1;admpl;SP;primario;solt;1474;empregado
MC14324;1;admpl;SP;primario;solt;1340;empregado
MC14325;1;admpl;SP;secundario;solt;2680;empregado
MC14326;1;admpl;SP;primario;casado;737;empregado
MC14327;0;inad;SP;secundario;casado;4931;func_publico
MC14328;1;admpl;SP;superior;solt;2546;empregado
MC14329;1;admpl;SP;superior;solt;1340;empregado
MC14330;1;admpl;SP;superior;casado;1545;empregado
MC14331;1;admpl;SP;posgrad;casado;1206;empregado
MC14332;1;admpl;SP;secundario;solt;5366;empregado
MC14333;1;admpl;SP;secundario;solt;2372;empregado
MC14334;1;admpl;SP;secundario;solt;4020;outros
MC14335;1;admpl;SP;superior;casado;1474;empregado
MC14336;1;admpl;SP;secundario;solt;16080;func_publico
MC14337;1;admpl;SP;posgrad;solt;1206;outros
MC14338;1;admpl;SP;secundario;solt;158;empregado
MC14339;1;admpl;SP;superior;solt;6825;empregado
MC14340;1;admpl;SP;primario;solt;1887;empregado
MC14341;1;admpl;SP;superior;casado;1340;empregado
MC14342;1;admpl;SP;primario;solt;1340;func_publico
MC14343;1;admpl;SP;superior;solt;1072;outros
MC14344;1;admpl;SP;secundario;solt;647;outros
MC14345;1;admpl;SP;superior;solt;2546;outros
MC14346;1;admpl;SP;posgrad;solt;2032;func_publico
MC14347;1;admpl;SP;superior;casado;4288;empregado
MC14348;1;admpl;SP;secundario;casado;3182;empregado
MC14349;1;admpl;SP;primario;casado;804;outros
MC14350;1;admpl;SP;superior;casado;471;empregado
MC14351;1;admpl;SP;primario;casado;2211;outros
MC14352;1;admpl;SP;secundario;solt;3029;func_publico
MC14353;1;admpl;SP;superior;solt;708;empregado
MC14354;1;admpl;SP;posgrad;casado;1381;empregado
MC14355;1;admpl;SP;secundario;casado;1340;empregado
MC14356;1;admpl;SP;secundario;casado;2546;empregado
MC14357;1;admpl;SP;superior;solt;6978;empregado
MC14358;1;admpl;SP;superior;casado;1340;outros
MC14359;1;admpl;SP;posgrad;solt;1010;empregado
MC14360;1;admpl;SP;secundario;solt;670;empregado
MC14361;0;inad;SP;secundario;solt;14419;outros
MC14362;1;admpl;SP;superior;solt;4418;empregado
MC14363;0;inad;SP;secundario;solt;1474;outros
MC14364;1;admpl;SP;secundario;casado;8230;empregado
MC14365;1;admpl;SP;primario;casado;1340;outros
MC14366;1;admpl;SP;secundario;casado;8065;empregado
MC14367;0;inad;SP;primario;divorciado;802;func_publico
MC14368;0;inad;SP;superior;solt;407;func_publico
MC14369;1;admpl;SP;secundario;casado;997;empregado
MC14370;1;admpl;SP;superior;casado;2743;empregado
MC14371;1;admpl;SP;posgrad;casado;2613;empregado
MC14372;1;admpl;SP;secundario;solt;1003;empregado
MC14373;1;admpl;SP;secundario;solt;4910;empregado
MC14374;1;admpl;SP;secundario;solt;3203;empregado
MC14375;1;admpl;SP;superior;divorciado;2011;aposentado
MC14376;1;admpl;SP;primario;solt;1333;empregado
MC14377;0;inad;MG;superior;solt;2453;empregado
MC14378;0;inad;SP;secundario;solt;1460;func_publico
MC14379;1;admpl;SP;secundario;solt;2546;outros
MC14380;1;admpl;SP;secundario;solt;1102;empregado
MC14381;1;admpl;SP;superior;casado;2846;outros
MC14382;0;inad;SP;superior;solt;1914;func_publico
MC14383;0;inad;SP;primario;viuvo;1026;empregado
MC14384;0;inad;SP;superior;viuvo;4053;func_publico
MC14385;0;inad;SP;superior;solt;2010;aposentado
MC14386;1;admpl;SP;secundario;solt;1377;func_publico
MC14387;1;admpl;SP;superior;solt;1809;empregado
MC14388;0;inad;MG;primario;solt;67000;autonomo
MC14389;0;inad;SP;superior;solt;3033;aposentado
MC14390;1;admpl;SP;primario;casado;854;empregado
MC14391;1;admpl;SP;superior;solt;2785;func_publico
MC14392;0;inad;SP;secundario;divorciado;6844;outros
MC14393;1;admpl;SP;posgrad;solt;861;func_publico
MC14394;0;inad;SP;superior;casado;6700;outros
MC14395;1;admpl;SP;superior;solt;1206;func_publico
MC14396;1;admpl;SP;primario;outros;603;empregado
MC14397;1;admpl;SP;superior;casado;134;func_publico
MC14398;1;admpl;SP;primario;solt;1827;func_publico
MC14399;0;inad;SP;superior;divorciado;1340;aposentado
MC14400;1;admpl;SP;secundario;solt;9954;func_publico
MC14401;1;admpl;SP;superior;casado;1340;empregado
MC14402;1;admpl;SP;superior;solt;339;func_publico
MC14403;1;admpl;SP;superior;solt;4020;func_publico
MC14404;1;admpl;SP;secundario;solt;1172;empregado
MC14405;1;admpl;SP;secundario;casado;3240;empregado
MC14406;1;admpl;SP;secundario;viuvo;2562;func_publico
MC14407;1;admpl;SP;primario;casado;667;empregado
MC14408;1;admpl;SP;secundario;solt;4020;outros
MC14409;1;admpl;SP;secundario;solt;2120;empregado
MC14410;1;admpl;SP;posgrad;solt;1543;func_publico
MC14411;1;admpl;SP;secundario;solt;2613;empregado
MC14412;1;admpl;SP;secundario;casado;2663;func_publico
MC14413;1;admpl;SP;primario;casado;1019;empregado
MC14414;1;admpl;SP;secundario;casado;3657;outros
MC14415;1;admpl;SP;superior;solt;507;outros
MC14416;1;admpl;SP;secundario;solt;2668;empregado
MC14417;1;admpl;SP;superior;solt;379;empregado
MC14418;1;admpl;SP;superior;solt;1340;vivederenda
MC14419;0;inad;SP;superior;solt;1876;empregado
MC14420;1;admpl;SP;secundario;solt;1541;func_publico
MC14421;0;inad;SP;superior;divorciado;1742;aposentado
MC14422;1;admpl;SP;secundario;solt;1541;func_publico
MC14423;1;admpl;SP;posgrad;divorciado;2010;func_publico
MC14424;1;admpl;SP;posgrad;casado;1981;outros
MC14425;1;admpl;SP;secundario;solt;1044;func_publico
MC14426;1;admpl;SP;secundario;solt;1326;outros
MC14427;1;admpl;SP;superior;viuvo;841;empregado
MC14428;1;admpl;SP;superior;solt;888;empregado
MC14429;1;admpl;SP;superior;solt;2696;empregado
MC14430;1;admpl;SP;primario;casado;938;empregado
MC14431;1;admpl;SP;secundario;casado;1908;outros
MC14432;1;admpl;SP;primario;solt;1340;outros
MC14433;0;inad;SP;primario;divorciado;522;aposentado
MC14434;1;admpl;SP;primario;solt;1499;empregado
MC14435;1;admpl;SP;secundario;casado;2287;empregado
MC14436;1;admpl;SP;posgrad;solt;4184;empregado
MC14437;1;admpl;SP;primario;solt;670;func_publico
MC14438;1;admpl;SP;superior;casado;670;empregado
MC14439;1;admpl;SP;posgrad;casado;3189;vivederenda
MC14440;1;admpl;SP;secundario;casado;938;func_publico
MC14441;1;admpl;SP;secundario;casado;3216;outros
MC14442;1;admpl;SP;superior;casado;1846;empregado
MC14443;1;admpl;SP;superior;solt;938;empregado
MC14444;1;admpl;SP;primario;casado;802;outros
MC14445;1;admpl;SP;superior;casado;1005;outros
MC14446;1;admpl;SP;posgrad;casado;2078;empregado
MC14447;1;admpl;SP;superior;casado;670;aposentado
MC14448;1;admpl;SP;secundario;solt;1215;outros
MC14449;1;admpl;SP;posgrad;solt;804;empregado
MC14450;1;admpl;SP;primario;solt;2010;autonomo
MC14451;1;admpl;SP;primario;solt;2449;outros
MC14452;0;inad;SP;primario;solt;140;empregado
MC14453;1;admpl;SP;secundario;casado;3934;vivederenda
MC14454;0;inad;SP;primario;casado;1029;aposentado
MC14455;1;admpl;SP;secundario;solt;2881;empregado
MC14456;1;admpl;SP;superior;solt;2680;empregado
MC14457;1;admpl;SP;posgrad;solt;2268;empregado
MC14458;1;admpl;SP;primario;solt;966;empregado
MC14459;1;admpl;SP;superior;solt;1394;outros
MC14460;0;inad;SP;posgrad;viuvo;1308;func_publico
MC14461;0;inad;SP;superior;divorciado;711;empregado
MC14462;1;admpl;SP;secundario;casado;4323;empregado
MC14463;1;admpl;SP;superior;solt;938;empregado
MC14464;1;admpl;SP;superior;solt;971;outros
MC14465;1;admpl;SP;superior;solt;1340;empregado
MC14466;1;admpl;SP;superior;casado;3350;empregado
MC14467;1;admpl;SP;superior;solt;486;empregado
MC14468;1;admpl;SP;primario;solt;737;empregado
MC14469;0;inad;SP;secundario;solt;3082;func_publico
MC14470;0;inad;SP;secundario;viuvo;1139;func_publico
MC14471;0;inad;SP;primario;viuvo;1496;aposentado
MC14472;1;admpl;SP;superior;solt;1238;empregado
MC14473;1;admpl;SP;secundario;casado;2144;outros
MC14474;1;admpl;SP;superior;casado;1139;outros
MC14475;1;admpl;SP;superior;solt;2412;empregado
MC14476;1;admpl;SP;secundario;casado;2747;empregado
MC14477;1;admpl;SP;superior;solt;1340;func_publico
MC14478;1;admpl;SP;secundario;solt;2680;empregado
MC14479;1;admpl;SP;primario;solt;1474;empregado
MC14480;1;admpl;SP;posgrad;solt;6130;outros
MC14481;0;inad;SP;secundario;solt;11478;empregado
MC14482;1;admpl;SP;primario;solt;670;empregado
MC14483;1;admpl;SP;superior;casado;919;empregado
MC14484;1;admpl;SP;primario;solt;1499;empregado
MC14485;1;admpl;SP;primario;solt;570;empregado
MC14486;1;admpl;SP;superior;solt;1608;empregado
MC14487;1;admpl;SP;superior;solt;3350;empresario
MC14488;0;inad;MG;superior;solt;1340;func_publico
MC14489;1;admpl;SP;superior;solt;1321;empregado
MC14490;1;admpl;SP;secundario;solt;1811;empregado
MC14491;1;admpl;SP;primario;solt;1340;empregado
MC14492;1;admpl;SP;secundario;solt;2990;func_publico
MC14493;1;admpl;SP;secundario;solt;2291;empregado
MC14494;1;admpl;SP;superior;solt;8199;func_publico
MC14495;1;admpl;SP;superior;casado;125;empregado
MC14496;1;admpl;SP;secundario;solt;6700;empregado
MC14497;1;admpl;SP;secundario;solt;5226;empregado
MC14498;1;admpl;SP;superior;casado;3175;empregado
MC14499;1;admpl;SP;secundario;casado;4020;func_publico
MC14500;1;admpl;SP;primario;casado;1807;empregado
MC14501;1;admpl;SP;secundario;casado;402000;outros
MC14502;1;admpl;SP;primario;solt;1196;empregado
MC14503;1;admpl;SP;secundario;casado;1689;func_publico
MC14504;1;admpl;SP;secundario;casado;1350;func_publico
MC14505;1;admpl;SP;posgrad;casado;3059;empregado
MC14506;1;admpl;SP;posgrad;casado;2278;empregado
MC14507;1;admpl;SP;superior;solt;938;empregado
MC14508;1;admpl;SP;secundario;solt;10184;outros
MC14509;0;inad;SP;superior;solt;8710;aposentado
MC14510;1;admpl;MG;superior;casado;779;empregado
MC14511;1;admpl;SP;superior;solt;2814;outros
MC14512;1;admpl;SP;secundario;solt;3886;vivederenda
MC14513;1;admpl;SP;secundario;casado;7997;empregado
MC14514;1;admpl;SP;posgrad;solt;3887;func_publico
MC14515;1;admpl;SP;superior;casado;651;empregado
MC14516;1;admpl;SP;superior;solt;2077;func_publico
MC14517;1;admpl;SP;superior;solt;911;empregado
MC14518;1;admpl;SP;secundario;casado;13312;empregado
MC14519;1;admpl;SP;primario;viuvo;826;empregado
MC14520;0;inad;SP;secundario;solt;12246;empregado
MC14521;1;admpl;SP;secundario;solt;1500;vivederenda
MC14522;1;admpl;SP;secundario;solt;3825;empregado
MC14523;1;admpl;SP;secundario;casado;1045;empregado
MC14524;0;inad;SP;superior;solt;226;autonomo
MC14525;0;inad;SP;secundario;solt;695;func_publico
MC14526;0;inad;SP;superior;outros;1080;outros
MC14527;1;admpl;SP;primario;solt;1407;outros
MC14528;1;admpl;SP;secundario;divorciado;2144;outros
MC14529;1;admpl;SP;secundario;solt;3148;func_publico
MC14530;0;inad;SP;secundario;solt;1206;empregado
MC14531;0;inad;SP;secundario;solt;481;func_publico
MC14532;1;admpl;MG;secundario;solt;9044;func_publico
MC14533;0;inad;SP;secundario;solt;4373;func_publico
MC14534;1;admpl;SP;superior;solt;580;empregado
MC14535;1;admpl;SP;secundario;viuvo;70;empregado
MC14536;1;admpl;SP;secundario;outros;1030;empregado
MC14537;0;inad;SP;secundario;casado;910;empregado
MC14538;1;admpl;SP;secundario;solt;670;outros
MC14539;1;admpl;SP;secundario;solt;9380;outros
MC14540;0;inad;SP;secundario;divorciado;4370;empregado
MC14541;1;admpl;SP;superior;solt;1;empregado
MC14542;1;admpl;SP;superior;casado;708;empregado
MC14543;1;admpl;SP;superior;solt;4616;empregado
MC14544;1;admpl;SP;secundario;solt;10648;func_publico
MC14545;0;inad;SP;secundario;divorciado;4020;outros
MC14546;1;admpl;SP;secundario;solt;4500;empregado
MC14547;1;admpl;SP;superior;solt;1746;func_publico
MC14548;1;admpl;SP;primario;solt;2680;outros
MC14549;1;admpl;SP;superior;casado;1340;outros
MC14550;0;inad;MG;primario;viuvo;156;autonomo
MC14551;1;admpl;SP;posgrad;casado;1720;empregado
MC14552;1;admpl;SP;secundario;casado;3149;empregado
MC14553;1;admpl;SP;primario;solt;748;empregado
MC14554;1;admpl;SP;secundario;casado;3828;empregado
MC14555;0;inad;SP;superior;casado;12217;vivederenda
MC14556;1;admpl;SP;secundario;solt;2665;empregado
MC14557;1;admpl;SP;posgrad;casado;4930;empregado
MC14558;1;admpl;SP;primario;divorciado;1810;empregado
MC14559;1;admpl;SP;primario;casado;761;empregado
MC14560;0;inad;SP;superior;solt;3886;func_publico
MC14561;1;admpl;SP;superior;divorciado;1876;vivederenda
MC14562;1;admpl;SP;primario;solt;2680;empregado
MC14563;1;admpl;SP;secundario;casado;1340;empregado
MC14564;1;admpl;SP;superior;solt;804;empregado
MC14565;1;admpl;SP;secundario;solt;4752;func_publico
MC14566;1;admpl;SP;posgrad;solt;1340;outros
MC14567;1;admpl;SP;superior;casado;804;empregado
MC14568;1;admpl;MG;primario;casado;643;empregado
MC14569;1;admpl;SP;secundario;solt;1411;outros
MC14570;1;admpl;SP;superior;casado;1206;empresario
MC14571;0;inad;SP;superior;solt;3277;outros
MC14572;1;admpl;SP;secundario;solt;6606;empregado
MC14573;1;admpl;SP;superior;solt;3871;empregado
MC14574;1;admpl;SP;superior;solt;2666;func_publico
MC14575;1;admpl;SP;superior;solt;2014;empregado
MC14576;1;admpl;SP;secundario;casado;4020;empregado
MC14577;1;admpl;SP;superior;casado;1340;empregado
MC14578;1;admpl;SP;primario;solt;2680;empregado
MC14579;1;admpl;SP;posgrad;casado;7370;empregado
MC14580;1;admpl;SP;secundario;casado;1340;empregado
MC14581;1;admpl;SP;posgrad;solt;1945;vivederenda
MC14582;1;admpl;SP;secundario;solt;2178;empregado
MC14583;1;admpl;SP;secundario;solt;4465;empregado
MC14584;1;admpl;SP;superior;casado;1943;func_publico
MC14585;1;admpl;SP;secundario;solt;1650;func_publico
MC14586;1;admpl;SP;superior;solt;2546;outros
MC14587;1;admpl;SP;secundario;solt;2687;vivederenda
MC14588;1;admpl;SP;superior;casado;1340;outros
MC14589;1;admpl;SP;secundario;solt;15175;empregado
MC14590;1;admpl;SP;secundario;casado;27345;empregado
MC14591;1;admpl;SP;primario;casado;1219;empregado
MC14592;1;admpl;SP;secundario;solt;6432;outros
MC14593;1;admpl;SP;secundario;solt;4127;empregado
